,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Published Date.1,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Erosion,Roads_Bridges_Embkt,Response Type,Flood Response - Subhead,month,Tender ID.1,tender_district_externalReference,tender_district_title_description,tender_district_location,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,gp,tender_block_location,BLOCK_FINALISED
313,2020_CEAGR_438556_7,595/9A-PD/2019 Dated 11/02/2020,Construction of CC and drain of NH-11 to Najirpura Road in Abadi portion.,Construction of CC and drain of NH-11 to Najirpura Road in Abadi portion.,Works,Open Tender,Fixed-rate,Civil Works,No,No,NA ,24-Feb-2020 10:00 AM,,NA ,90.0,No ,No,Online,29-Feb-2020 03:00 PM,Chief Engineer Agra Zone PWD Agra UP||AGRA CIRCLE PWD AGRA||PROVINCIAL DIVISION PWD AGRA,Agra,282001.0,2.0,"31,80,000",dinesh kumar,"2,427,239.52",Accepted-AOC,18-Mar-2020,Chief Engineer Agra Zone PWD Agra UP||AGRA CIRCLE PWD AGRA||PROVINCIAL DIVISION PWD AGRA,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Drain': 2}",2020_03,,NA,NA,Agra,Agra,,,,,,
399,2020_UPSBC_423320_1,1786/ET/CPM/Agra/2019-20 Date 11.01.2020,"Construction of Approach Road, Additional Approach Road and Protection work of Khari River on Agra","Construction of Approach Road, Additional Approach Road and Protection work of Khari River on Beesalpur Ramnagar Pirani Marg under RIDF-24 (2018-19) in Distt- Agra (U.P.)",Works,Open Tender,Percentage,Civil Works - Bridges,No,No,NA ,14-Jan-2020 10:00 AM,,NA ,45.0,No ,No,Offline,27-Jan-2020 03:30 PM,UP STATE BRIDGE CORPORATION LIMITED||JMD UPSBC Ghaziabad||GM / CPM UP SBC Agra,Besalpur Ramnagar Pirani Marg Agra,283102.0,2.0,"1,16,94,063",M/S DHEER ENTERPRISES,"8,823,170.98",Accepted-AOC,07-Mar-2020,UP STATE BRIDGE CORPORATION LIMITED||JMD UPSBC Ghaziabad||GM / CPM UP SBC Agra,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 2, 'Drain': 0, 'Restoration': 0, 'Protection': 2, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,RIDF,False,True,Repair and Restoration,{'Construction': 2},2020_03,,NA,Agra,Agra,Agra,'RAMNAGAR',KHANDAULI,,BEESALPUR,,KHANDAULI
130,2019_DOLBU_390751_4,"284/2019-20, Date-04-10-2019",Work No-04 Construcion of Interlocking Road And Drain From Tikariya Bye Pass Near H/O Medai Pal To H/O Sunil Dubey In ward NO- 19,Work No-04 Construcion of Interlocking Road And Drain From Tikariya Bye Pass Near H/O Medai Pal To H/O Sunil Dubey In ward NO- 19,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,15-Oct-2019 10:00 AM,,NA ,30.0,No ,No,Offline,22-Oct-2019 03:00 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Gauriganj Amethi,Gauriganj,227409.0,2.0,"12,44,222",M/S PIYUSH TRADERS,"1,244,099",Rejected-Finance,27-Feb-2020,Directorate of Local Bodies UP||Nagar Palika Parishad Gauriganj Amethi,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'Drain': 2},2020_02,,NA,NA,Amethi,Amethi,,,,TIKARIYA,,
131,2019_DOLBU_390751_5,"284/2019-20, Date-04-10-2019",Work No-05 Construcion of Interlocking Road And Drain From H/O RamAbhilakh To H/O Amrit Lal Kannaujia and Sundar Yadav In ward NO- 06,Work No-05 Construcion of Interlocking Road And Drain From H/O RamAbhilakh To H/O Amrit Lal Kannaujia and Sundar Yadav In ward NO- 06,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,15-Oct-2019 10:00 AM,,NA ,30.0,No ,No,Offline,22-Oct-2019 03:00 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Gauriganj Amethi,Gauriganj,227409.0,2.0,"9,54,195",M/S BACHIL CONSTRUCTION,"954,004",Accepted-AOC,27-Feb-2020,Directorate of Local Bodies UP||Nagar Palika Parishad Gauriganj Amethi,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'Drain': 2},2020_02,,NA,NA,Amethi,Amethi,,,,,,
132,2019_DOLBU_390751_6,"284/2019-20, Date-04-10-2019",Work No-06 Construcion of Drain From H/O FoolChand To Talab(Pond) In ward NO- 02,Work No-06 Construcion of Drain From H/O FoolChand To Talab(Pond) In ward NO- 02,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,15-Oct-2019 10:00 AM,,NA ,30.0,No ,No,Offline,22-Oct-2019 03:00 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Gauriganj Amethi,Gauriganj,227409.0,2.0,"6,51,624",M/S BACHIL CONSTRUCTION,"651,428.213",Accepted-AOC,26-Nov-2020,Directorate of Local Bodies UP||Nagar Palika Parishad Gauriganj Amethi,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 2, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'Drain': 2},2020_02,,NA,NA,Amethi,Amethi,,,,,,
133,2019_DOLBU_390751_7,"284/2019-20, Date-04-10-2019",Work No-07 Construcion of Interlocking Road And Drain From H/O Ram Kumar Maurya To Ram Bhawan Mishra In ward NO- 20,Work No-07 Construcion of Interlocking Road And Drain From H/O Ram Kumar Maurya To Ram Bhawan Mishra In ward NO- 20,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,15-Oct-2019 10:00 AM,,NA ,30.0,No ,No,Offline,22-Oct-2019 03:00 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Gauriganj Amethi,Gauriganj,227409.0,2.0,"4,38,565",M/S BACHIL CONSTRUCTION,"651,428",Accepted-AOC,27-Feb-2020,Directorate of Local Bodies UP||Nagar Palika Parishad Gauriganj Amethi,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'Drain': 2},2020_02,,NA,NA,Amethi,Amethi,,,,,,
234,2020_DOLBU_430568_1,510(1)/2019-20/01-02-2020,RCC drain construction work,RCC drain construction work,Works,Open Tender,Percentage,Civil Works,No,No,NA ,03-Feb-2020 11:00 AM,,NA ,30.0,No ,No,Offline,11-Feb-2020 11:00 AM,Directorate of Local Bodies UP||Nagar Palika Parishad Atrauli Aligarh,Atrauli,202280.0,2.0,"11,31,950",M/s. Real Contractor and Supplier,"1,122,895.139",Rejected-AOC,11-Feb-2020,Directorate of Local Bodies UP||Nagar Palika Parishad Atrauli Aligarh,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Drain': 2}",2020_02,,NA,NA,Aligarh,Aligarh,,,,,,
235,2020_DOLBU_430570_1,510(2)/2019-20/01-02-2020,RCC Drain construction work,RCC Drain construction work,Works,Open Tender,Percentage,Civil Works,No,No,NA ,03-Feb-2020 11:00 AM,,NA ,30.0,No ,No,Offline,11-Feb-2020 11:00 AM,Directorate of Local Bodies UP||Nagar Palika Parishad Atrauli Aligarh,atrauli,202280.0,2.0,"36,52,000",M/S ASHOK KUMAR SINGH,"3,640,573.177",Rejected-AOC,11-Feb-2020,Directorate of Local Bodies UP||Nagar Palika Parishad Atrauli Aligarh,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Drain': 2}",2020_02,,NA,NA,Aligarh,Aligarh,,,,,,
236,2020_DOLBU_430573_1,510(3)/2019-20/01-02-2020,underground Drain construction work,underground Drain construction work,Works,Open Tender,Percentage,Civil Works,No,No,NA ,03-Feb-2020 11:00 AM,,NA ,30.0,No ,No,Offline,11-Feb-2020 11:00 AM,Directorate of Local Bodies UP||Nagar Palika Parishad Atrauli Aligarh,Atrauli,202280.0,2.0,"28,33,960",lucky trading company,"2,824,035.709",Rejected-AOC,11-Feb-2020,Directorate of Local Bodies UP||Nagar Palika Parishad Atrauli Aligarh,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Drain': 2}",2020_02,,NA,NA,Aligarh,Aligarh,,,,,,
237,2020_DOLBU_430574_1,510(4)/2019-20/01-02-2020,Drain and interlocking road construction work,Drain and interlocking road construction work,Works,Open Tender,Percentage,Civil Works,No,No,NA ,03-Feb-2020 11:00 AM,,NA ,30.0,No ,No,Offline,11-Feb-2020 11:00 AM,Directorate of Local Bodies UP||Nagar Palika Parishad Atrauli Aligarh,Atrauli,202280.0,2.0,"46,43,100",JP ENTERPRISES,"4,619,884.759",Accepted-AOC,11-Feb-2020,Directorate of Local Bodies UP||Nagar Palika Parishad Atrauli Aligarh,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Drain': 2}",2020_02,,NA,NA,Aligarh,Aligarh,,,,,,
238,2020_DOLBU_430575_1,510(5)/2019-20/01-02-2020,drain and interlocking road construction work,drain and interlocking road construction work,Works,Open Tender,Percentage,Civil Works,No,No,NA ,03-Feb-2020 11:00 AM,,NA ,30.0,No ,No,Offline,11-Feb-2020 11:00 AM,Directorate of Local Bodies UP||Nagar Palika Parishad Atrauli Aligarh,Atrauli,202280.0,2.0,"74,74,000",M/S YOGENDRA SINGH CIVIL CONTRACTOR,"7,436,630.965",Rejected-AOC,11-Feb-2020,Directorate of Local Bodies UP||Nagar Palika Parishad Atrauli Aligarh,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Drain': 2}",2020_02,,NA,NA,Aligarh,Aligarh,,,,,,
283,2020_UPRNN_427924_1,1094/E-Procurement/RNN/2020,Dewatering Work of Pond,Dewatering Work of Pond at Aligarh,Works,Open Tender,Item Rate,Civil Works - Others,No,No,NA ,25-Jan-2020 06:00 PM,,NA ,30.0,No ,No,Offline,06-Feb-2020 12:30 PM,UP Rajkiya Nirman Nigam Ltd||G M - North West Zone - Bareilly||Aligarh Unit||Unit Incharge,Aligarh,202001.0,2.0,"24,84,000",RAJ TRADERS,"2,460,000",Rejected-Finance,19-Feb-2020,UP Rajkiya Nirman Nigam Ltd||G M - North West Zone - Bareilly||Aligarh Unit||Unit Incharge,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 2, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,False,Others,,2020_02,,NA,Aligarh,Aligarh,Aligarh,,,,,,
284,2020_UPRNN_428088_1,1096/E-Procurement/RNN/2020,Temporary Bandha at Pond Aligarh City,Temporary Bandha at Pond Aligarh City,Works,Open Tender,Item Rate,Civil Works - Others,No,No,NA ,27-Jan-2020 09:00 AM,,NA ,30.0,No ,No,Offline,06-Feb-2020 12:30 PM,UP Rajkiya Nirman Nigam Ltd||G M - North West Zone - Bareilly||Aligarh Unit||Unit Incharge,Aligarh,202001.0,2.0,"24,50,000",RAJ TRADERS,"2,437,500",Rejected-Finance,19-Feb-2020,UP Rajkiya Nirman Nigam Ltd||G M - North West Zone - Bareilly||Aligarh Unit||Unit Incharge,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 2, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,False,Others,,2020_02,,NA,Aligarh,Aligarh,Aligarh,,,,,,
326,2020_CEMBD_418954_1,3103/E.TENDER/2019-20 Dated 16-12-2019,Construction of Nauganwa Taga to Nahar Bridge road.,Construction of Nauganwa Taga to Nahar Bridge road.,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,01-Jan-2020 05:00 PM,,NA ,90.0,No ,No,Online,15-Jan-2020 12:30 PM,Chief Engineer Moradabad Zone PWD Moradabad UP||MORADABAD CIRCLE PWD MORADABAD||PROVINCIAL DIVISION PWD AMROHA,"Executive Engineer, PD PWD Amroha",244221.0,2.0,,M/S AMBEDKAR CONTRACTOR,"3,461,088.51",Accepted-AOC,07-Mar-2020,Chief Engineer Moradabad Zone PWD Moradabad UP||MORADABAD CIRCLE PWD MORADABAD||PROVINCIAL DIVISION PWD AMROHA,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 2, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Bridge': 2}",2020_03,,NA,NA,Amroha,Amroha,,,,,,
120,2019_CEUFZ_413978_1,2888 /6 A Dated 10.12.2019,Construction of C.C. Road and Drain at Nare Link Road,Construction of C.C. Road and Drain at Nare Link Road,Works,Open Tender,Fixed-rate,Civil Works,No,No,NA ,17-Dec-2019 12:00 PM,,17-Dec-2019 12:00 PM ,90.0,No ,No,Online,25-Dec-2019 12:30 PM,Chief Engineer PWD Faizabad Zone||Faizabad Ambedkar Nagar Circle PWD Faizabad||Provincial Division Faizabad,AYODHYA,224001.0,2.0,"26,00,000",Rajesh Singh Thekedar,"2,519,604",Rejected-Finance,13-Feb-2020,Chief Engineer PWD Faizabad Zone||Faizabad Ambedkar Nagar Circle PWD Faizabad||Provincial Division Faizabad,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Drain': 2}",2020_02,,NA,NA,Ayodhya,Ayodhya,,,,,,
